arc,frame,u,v,conf,err_px
0,88,855.8029350104822,496.05870020964363,177.21835645379866,2.3902175347632664
0,89,876.5859030837005,496.39867841409693,175.61458349227905,2.8969112417825174
0,90,897.1252747252747,497.23736263736265,178.2395805252923,2.0239097318270454
0,91,915.9342857142857,497.7685714285714,126.825926038954,2.4049099435810075
0,92,935.9418604651163,499.7325581395349,119.34949187194408,2.0754429632684115
0,93,954.3089005235602,501.5052356020942,162.76065187280125,1.7619901386358956
0,94,973.0561224489796,503.4515306122449,146.27078538008683,1.0916608908560732
0,95,990.3301587301587,504.7142857142857,108.3824567292866,2.1074703060672
0,96,1009.0337078651686,508.29213483146066,188.11217492258447,0.7086672823021082
0,97,1024.9921465968587,510.75130890052355,186.31943905542767,1.038082725596739
0,98,1041.3359580052493,513.6666666666666,176.44454345129486,2.132325851757155
0,99,1057.0280898876404,516.7780898876405,176.11219910598788,2.3198046930534177
0,100,1072.8398791540785,519.7945619335347,166.69213093651666,1.6730096560465777
0,101,1087.7915057915059,522.1776061776062,204.83654129810824,2.186681846054179
0,102,1102.4,524.4222222222222,192.19444861778848,4.84933494231073
0,103,1118.1363636363637,531.465034965035,131.85125427246092,1.0159012536806808
0,104,1132.4195804195804,536.1363636363636,160.3790796528692,0.9601643073403108
0,105,1145.629893238434,540.2241992882563,152.88746354281142,1.8139589804585832
0,106,1159.0631578947368,544.8526315789474,156.43477866716702,1.481258729534705
0,107,1171.8687943262412,549.436170212766,150.91303902940678,1.5693242278977404
0,108,1184.741134751773,554.7163120567376,151.5792853704194,1.3095289047657237
0,109,1197.1821305841925,554.4948453608248,141.6231931603473,1.516133911476464
0,110,1209.7560137457044,546.4054982817869,143.6925823448948,1.6130607619273818
0,111,1221.7482014388488,538.841726618705,126.13501088297339,1.7054608947485974
0,112,1231.8010204081634,532.219387755102,96.77450741038602,1.4307017643538986
0,113,1244.4146341463415,521.4146341463414,55.120917027292684,3.6328365621384844
0,114,1255.6666666666667,515.060606060606,58.5042728521885,4.158918415587364
0,115,1266.8666666666666,508.3333333333333,62.97916889190674,3.837823457233184
0,116,1281.7103448275861,503.53793103448277,73.51470274083755,2.9978430613048714
0,117,1288.7032967032967,499.88461538461536,107.58359218160433,1.1541731614066197
0,118,1297.247619047619,495.1142857142857,84.33791233943059,2.891382144052854
0,119,1309.5507246376812,487.0,76.72449080798091,3.33172614058001
0,120,1318.6615384615384,482.95384615384614,58.13839435577393,3.327240980809621
0,121,1328.8035714285713,478.55357142857144,64.31868333082933,3.648192871065059
1,173,597.8087167070217,554.7021791767554,116.2431777491714,1.3118415252689162
1,174,576.6395061728396,564.358024691358,108.8530290777033,1.6810826016620586
1,175,556.0272952853599,573.8560794044665,108.60937166213989,2.144094343203087
1,176,535.6876574307305,583.9068010075566,114.0812853733307,1.1369441136912088
1,177,514.7844611528822,584.0726817042606,123.65619684034777,0.9520379279366351
1,178,494.58438287153655,577.1360201511335,114.8008029076361,1.9097535114387434
1,179,476.2704402515723,570.9465408805031,100.13294001988002,1.0876185204940518
1,180,453.40458015267177,562.6145038167939,63.727679456983296,1.4433588512960267
1,181,433.30324909747293,556.4187725631768,67.97500047229585,1.610043546641044
1,182,412.6666666666667,550.8911564625851,77.02546490563287,2.2117109914591535
1,183,392.79872204472844,545.7220447284345,84.29977232298701,2.413925666624411
1,184,372.4985994397759,540.6302521008404,90.67038700498384,1.4586335485807416
1,185,351.85393258426967,535.7780898876405,103.00115507620352,1.675271573233802
1,188,290.97387173396675,522.4204275534441,132.0234407318963,1.8836104513064453
1,189,270.7937219730942,519.4529147982063,158.80238471311682,1.9617796256982798
2,226,812.9879931389365,491.3138936535163,129.11489529079861,2.1257736303876995
2,227,848.2716049382716,496.21516754850086,127.68623594804244,1.8982390435172527
2,228,882.4630996309963,501.5332103321033,128.62406340099517,2.124508101677213
2,229,906.8514492753624,505.8007246376812,117.6990754869249,7.4792104918914895
2,230,930.9183673469388,509.81632653061223,76.46249771118164,19.534887468445543
2,231,952.0,500.0,81.66666412353516,32.202484376209235
2,232,952.0,500.0,81.66666412353516,63.97655820689325
2,233,952.0,500.0,79.66666412353516,91.18113840043894
2,234,952.0,500.0,79.66666412353516,119.87076374162301
2,235,952.0,500.0,79.66666412353516,148.0
2,236,952.0,500.0,79.66666412353516,174.56230979223437
2,237,952.0,500.0,79.66666412353516,199.6121238802894
2,238,952.0,500.0,79.66666412353516,224.07588000496617
2,239,952.0,500.0,79.66666412353516,252.3430205097815
2,240,940.1666666666666,499.5,26.444445292154946,286.43139570313247
2,241,923.0,502.0,69.33333587646484,330.0969554539999
2,242,923.0,502.0,69.33333587646484,355.0
2,243,923.0,502.0,69.33333587646484,378.06480925894175
2,244,923.0,502.0,69.33333587646484,401.21066785418355
2,245,923.0,502.0,69.33333587646484,424.42549405048703
2,246,923.0,502.0,69.33333587646484,445.64672106950366
2,247,923.0,502.0,69.33333587646484,470.02340367262565
2,248,923.0,502.0,69.33333587646484,490.2509561438917
3,339,779.2337398373984,472.3983739837398,96.66062805175781,2.0217121165846708
3,340,775.0,450.5,72.25,48.28301978956991
3,341,775.0,450.5,72.25,85.5409258776172
3,342,775.0,450.5,72.25,121.87801278327441
3,343,775.0,450.5,70.25,159.55641635484295
3,344,775.0,450.5,70.25,196.42110375415368
3,345,775.0,450.5,70.25,229.6001959929477
3,346,775.0,450.0,70.0,263.0532265531065
3,347,775.0,450.0,68.57142639160156,295.4352720986443
3,348,775.0,450.5,67.25,325.7625669103189
3,349,775.0,450.5,67.25,356.175869480233
3,350,775.0,450.5,67.25,383.8049634905729
3,351,775.0,450.5,66.75,411.43802692507654
3,352,775.0,450.5,67.25,438.0904586954617
3,353,775.0,450.5,65.08333587646484,463.94638698884165
3,354,775.0,450.5,65.08333587646484,487.6609990556965
3,355,775.0,450.5,65.08333587646484,509.397928931793
3,356,775.0,450.5,65.08333587646484,534.2202261240209
3,357,775.0,450.5,65.08333587646484,556.9840661993842
3,358,775.0,450.5,65.08333587646484,579.8579567445806
3,362,930.1111111111111,429.22222222222223,40.42500114440918,509.5265291921681
3,365,1448.6363636363637,464.8181818181818,61.46296126754195,4.229960045138872
3,366,1690.6486486486488,529.4864864864865,37.21538543701172,273.12952695608004
4,382,1040.8386363636364,477.9931818181818,155.3913370768229,1.0196671390116199
4,383,1015.734649122807,482.2061403508772,155.38015601748512,1.4937623589173834
4,384,989.8715846994536,486.2568306010929,110.07301286969867,1.7478930295360358
4,385,965.8953771289538,491.22141119221413,123.63985125319401,1.3514407936893884
4,386,947.304347826087,495.8532608695652,117.12254941853043,5.426888288272039
4,387,914.0026666666666,502.41066666666666,110.82222348167782,1.589335570468234
4,388,889.9558498896247,508.85651214128035,146.36992059004936,1.548487628635125
4,389,866.0606741573034,514.7460674157303,148.53703816731772,1.25539964921844
4,390,840.4828431372549,521.718137254902,112.00661315917968,1.3697845058491418
4,391,815.4340909090909,529.2659090909091,113.85990201873307,1.7875978849694107
4,392,791.353711790393,536.1593886462882,112.98946964579417,1.8742897817775575
4,393,766.299504950495,543.8762376237623,98.69856770833333,2.2363049758706066
4,394,741.5955334987593,551.9255583126551,97.35007901473098,2.1135045457297448
4,395,717.0148148148148,560.716049382716,101.32154552560102,2.4873721618004967
4,396,692.5245901639345,569.9672131147541,92.99278351754853,2.0876391050790826
4,397,668.4575163398692,578.6623093681917,119.58204731188322,2.0417326142759396
4,398,646.6301369863014,576.1689497716895,122.61643069326593,1.8680320092273555
4,399,624.371158392435,569.9385342789598,111.8235342775705,1.2337549369094594
4,400,602.1995073891626,563.7660098522167,116.67543747702663,1.4708909221392026
4,401,580.0369458128079,558.3793103448276,140.20036428114946,1.8852342893792495
4,402,557.7785888077859,553.0656934306569,138.4014359340873,0.9601831500059483
4,403,535.4082125603865,548.1207729468599,136.7664909362793,1.9702047332543682
4,404,519.2387387387388,545.9234234234234,104.29613331386021,4.338158239876906
4,405,491.63346613545815,537.8406374501992,84.30059278578986,2.2503612968264566
4,406,469.0877192982456,534.1052631578947,82.5318904798858,1.8967662945434072
4,407,446.8402555910543,530.891373801917,77.12291849454245,2.114668465606712
4,408,424.14736842105265,527.4350877192983,85.00390559434891,1.5718358367891372
4,409,399.52127659574467,524.6515957446809,131.5882395180039,2.821748349971314
5,452,914.8558823529412,423.8058823529412,42.00941245021289,70.81250873068659
5,453,1005.5714285714286,377.2857142857143,68.74999809265137,146.59850766286672
5,455,1200.0,247.0,71.66666412353516,331.7242831026996
6,506,826.0795228628231,558.3041749502983,111.43782659056326,1.6976885712366334
6,507,801.6797235023041,566.2811059907834,94.75356994628906,1.7484775234177174
6,508,776.8507109004739,575.3317535545024,90.22058440878665,2.800579963167611
6,509,752.7111650485436,584.4684466019418,91.6475253797224,2.6295471727067934
6,510,727.7890995260664,593.8270142180095,88.27968378067017,2.1831963307587294
6,511,704.2153846153847,611.4923076923077,52.08571225120908,18.50894554232513
6,512,686.09375,615.875,21.959183673469386,29.04026367067799
6,513,661.1868583162218,580.047227926078,133.30572370405167,1.252586932210019
6,514,639.8503118503119,574.6133056133057,127.91515017422762,1.3947501081722924
6,515,617.0932203389831,569.042372881356,125.13308362458882,2.157441375630985
6,516,594.8995633187773,564.2052401746724,131.4504627900965,1.3574255299408486
6,517,572.3318584070796,559.4778761061947,155.0071245761266,1.6623099398978676
6,518,550.409282700422,555.4535864978903,137.62771455274648,0.8046829458292998
6,519,528.3798283261802,551.5515021459228,135.69968709561846,2.173269952379191
6,520,508.5773480662983,548.5165745856353,101.75574999111365,0.7530145555778198
6,521,483.5935251798561,543.1007194244604,84.75396659891442,1.9422894954236403
6,522,461.75666666666666,540.73,87.17984763943419,2.2830048425509375
7,567,777.0023923444976,506.13157894736844,101.49374742507933,3.125462352189107
7,571,914.1412742382272,511.5540166204986,109.72135670979819,7.009492635633495
7,572,1088.0,530.0,85.66666412353516,131.7459676802292
7,574,1462.5,658.0,69.5,461.97213119407974
7,575,1672.532258064516,768.8354838709678,42.33833262125651,666.7203510417514
8,613,1044.5066371681417,461.28982300884957,171.0234406789144,0.8647301559554703
8,614,1019.2854122621565,464.41014799154334,141.35138683319093,0.6552751721754921
8,615,998.3290322580646,466.6322580645161,157.48275625294653,4.9342397757316645
8,616,965.8129496402878,472.47482014388487,159.49480989977562,3.2300315596926894
8,617,943.4326424870467,475.24870466321244,142.2851280760921,0.941455910058096
8,618,914.554376657825,480.49071618037135,107.8001543916302,1.5327089927239677
8,619,890.2370062370062,485.4948024948025,154.03549528710636,1.523742591789235
8,620,864.1271186440678,490.8601694915254,136.0928392912212,1.435665507555122
8,621,838.4327731092437,496.3781512605042,136.2587683605172,0.8416900857260746
8,622,812.4354166666667,502.26875,136.80482027823464,0.9238403015552671
8,623,787.6659482758621,508.47629310344826,141.54117359834558,0.6211758751717322
8,624,765.2574626865671,512.6753731343283,68.68333206176759,4.654482457838149
8,625,734.274111675127,523.5736040609137,71.0639101186193,0.8418594639583806
8,626,709.7053941908714,530.1514522821577,105.35843421808387,1.5479138963407661
8,627,685.0319361277445,537.2794411177645,109.10651351813983,1.9742012379709053
8,628,660.0753564154786,545.0183299389003,110.52895637031075,1.9831023222246669
8,629,635.0021413276231,553.2676659528908,111.81428415726643,1.732335370549795
9,688,1154.4635761589404,519.4370860927153,136.3223691739534,0.7775748222979224
9,689,1182.8037135278514,523.8700265251989,132.0627435809397,1.6455823823800981
9,690,1211.8219584569733,530.3976261127597,85.09747973530231,1.9888147102247464
9,691,1239.4351585014408,537.1037463976945,92.61428889426865,1.0593943732813278
9,692,1264.8762886597938,542.2010309278351,119.20128777447869,0.8084899962100465
9,693,1287.7774086378738,538.8039867109635,95.76228141784668,2.2312179571877064
9,694,1306.0,535.6,32.87500063578288,9.765244492586975
9,695,1344.2941176470588,515.0588235294117,56.61904834565662,5.9385550419407105
9,696,1365.079207920792,509.43564356435644,56.06136349764737,3.724154472711065
9,697,1384.0,503.0,64.16666412353516,4.242640687119285
9,698,1408.7631578947369,500.36842105263156,51.91447448730469,1.3887657686272143
9,699,1429.1649484536083,491.7216494845361,66.89030425402582,1.526922108530091
9,700,1450.13,485.9,72.47527405455872,2.273081608741733
9,701,1469.6482758620689,482.5241379310345,78.15961192204402,2.4094246183844303
9,702,1534.6666666666667,499.3333333333333,49.62499809265137,53.66770185337014
9,703,1587.1777777777777,506.8888888888889,73.71969743208452,110.86307648804919
9,704,1638.0,530.0,63.66666793823242,187.85632808079689
10,721,1047.4761904761904,475.68831168831167,152.86111520837852,1.4124102252013937
10,722,1021.9192139737992,479.44978165938863,151.41743539880824,1.2127813722085683
10,723,996.7284595300262,483.3655352480418,107.1676718116703,1.6568673007297274
10,724,972.3916083916084,487.7715617715618,146.42206354494448,1.2893477472996093
10,725,945.4277929155313,492.81471389645776,100.07143038795108,1.3161778355399012
10,726,918.24,498.5466666666667,103.90496672245494,0.8849356536557245
10,727,892.9002079002079,504.48232848232846,144.04480542634664,1.5209488152901043
10,728,867.9123173277662,510.5678496868476,150.90676641249118,1.7983626205357373
10,729,843.2475490196078,515.7107843137255,154.83482469831193,1.492735597361193
10,730,816.1463414634146,523.9401330376941,95.79343931770079,1.0699223344252309
10,731,791.389010989011,531.1934065934066,128.4044075012207,1.0118796841073612
10,732,766.1140350877193,538.0109649122807,95.38027642697705,1.9923013279646875
10,733,740.1877828054298,546.1809954751131,94.4792824445452,2.825252005281588
10,734,715.0087527352298,554.417943107221,99.62713963099887,2.582071727880791
10,735,690.8186274509804,561.9975490196078,115.91933244977679,3.007924183086346
10,736,664.6673387096774,572.4233870967741,100.26388580630524,1.6113260938423721
10,737,640.2839756592292,581.5801217038539,106.1031083954047,1.4479974277951337
11,787,784.556886227545,485.9341317365269,122.02180068437443,2.77015204198041
11,790,897.0479041916168,493.88023952095807,137.20979188617906,4.1076665893259054
11,791,950.3250883392226,499.59010600706716,122.76692430178323,7.3488192437283075
11,792,999.8333333333334,504.44444444444446,40.58333206176758,20.88334737370582
11,793,1016.854351687389,506.98401420959146,124.75170434791755,1.531253467751336
11,794,1049.3297682709447,511.427807486631,137.10142398804658,3.098697595111094
11,795,1084.3269961977187,516.6026615969582,116.46052390650699,1.4350892397122266
11,796,1115.474945533769,521.4030501089325,129.14100419021236,1.6810506081286742
11,797,1145.5448028673836,525.0537634408602,130.69696930571868,5.245109170068076
11,798,1178.314769975787,534.2857142857143,88.85135189398254,0.9898203209247763
11,799,1207.5971223021584,540.9880095923262,118.72876118678673,1.089235982072742
11,800,1235.8917647058825,547.9364705882352,103.33786174229212,1.0690227727141328
11,801,1262.4618834080718,554.7354260089686,106.76754680432771,1.3743059503987822
11,802,1290.1019522776573,550.6030368763558,89.91791913025362,2.638130216335913
11,803,1315.85536159601,542.0299251870324,101.54739013372684,1.5004140157446404
11,804,1342.2,536.4,56.58333460489909,3.4928498393145637
11,805,1366.0,520.6363636363636,47.46666615804036,3.81926391592728
11,806,1390.8936170212767,512.6595744680851,83.96875305175782,4.561585025489594
11,807,1416.6764705882354,503.61764705882354,68.27272900668058,5.4893731876307115
11,808,1442.592105263158,498.48026315789474,41.60978868272569,2.886388979935002
11,809,1472.45,497.05,54.32812690734863,6.767939125021784
11,810,1494.0388349514562,486.4466019417476,84.89394068862453,4.327266260872663
11,811,1508.948717948718,480.38461538461536,38.61764851738425,3.6157482995838692
11,812,1528.951724137931,479.5103448275862,71.55882573595234,3.0907017931719585
11,813,1577.95,492.75,69.42613428289239,1474.2502043411764
11,814,1588.8311688311687,492.0,88.14762115478516,59.649974124507935
12,849,628.6967213114754,554.6659836065573,103.27536187655683,1.3680561760713519
12,850,603.2549450549451,563.8659340659341,103.81812201605904,1.356912824745777
12,851,578.1412556053812,573.719730941704,100.59480951482598,1.2880380458983545
12,852,553.2573363431151,583.8306997742663,105.24966424435986,1.1972823440561557
12,853,527.6430155210643,592.8536585365854,121.21052390650698,2.5393283666444604
12,854,500.57716701902746,588.6913319238901,112.9893314584051,1.3752817395818997
12,855,473.70953436807093,581.8137472283814,116.3977429841694,1.2212968195752785
12,856,443.13966480446925,571.804469273743,59.903844526597666,4.288698410152455
12,857,416.9463087248322,566.5838926174497,73.47618905930292,2.4167038786419917
12,858,389.17597765363126,560.9944134078212,80.85252577656448,2.168268988396613
12,862,280.4452380952381,540.0738095238095,75.75308623137298,2.0044875957566175
12,863,253.3409090909091,535.8590909090909,87.70504119616596,1.317601753249157
12,864,226.00238095238095,531.5214285714286,94.94821357727051,2.673590077073634
12,865,198.53530751708428,527.6082004555809,99.37758295638383,2.4365229661059487
13,910,1248.0689655172414,524.551724137931,35.52941240583147,5.936344856029045
13,911,1279.0467532467533,537.0909090909091,83.08403239530675,1.3172416838101932
13,912,1303.9009433962265,544.2924528301887,112.9968244280134,1.3071145381358755
13,913,1328.6410256410256,552.1948717948718,90.94272247408935,1.8404755981404395
13,914,1349.2444444444445,556.5925925925926,94.71538485013521,2.2500602034316515
13,915,1373.7087378640776,548.4660194174758,57.40372779798804,4.316492188880378
13,916,1409.84,531.4,27.933333714803062,4.954351622563735
13,917,1430.2205882352941,525.0441176470588,29.43452399117606,3.0569139967279417
13,918,1459.2093023255813,514.8255813953489,30.113460716834435,7.472728495911414
13,919,1480.4065934065934,509.6208791208791,59.56203337638609,2.4520088789739964
13,920,1498.104347826087,505.1913043478261,70.74660944183488,3.9787051308130987
13,921,1526.7012987012988,497.16883116883116,58.762786865234375,2.9167339301049258
13,922,1553.0,490.0,64.16666412353516,5.830951894845301
13,923,1569.1204188481674,486.23560209424085,63.42948447985527,1.971487502498144
13,924,1583.360655737705,483.2295081967213,71.14141321663904,11.664818578749511
13,925,1579.3076923076924,480.66153846153844,73.67857290773975,8.717444932653427
13,926,1600.5,456.3,46.05555640326606,52.24117150294392
14,1025,1151.6518847006653,520.4279379157427,134.14785230481945,1.6101439247440479
14,1026,1177.605633802817,525.0528169014085,132.42939362702546,3.797219733283274
14,1027,1206.934065934066,534.521978021978,87.78715368690136,1.1682124996723187
14,1028,1232.5116279069769,541.8604651162791,107.45375082937724,1.2397770172335867
14,1029,1257.842995169082,547.072463768116,125.28216765908633,2.1038148160713495
14,1030,1282.4027027027028,540.527027027027,98.68265916201403,1.5894695468827287
14,1031,1301.9857142857143,536.6571428571428,61.70175652754934,7.6066163466352155
14,1032,1336.8,517.6,53.916664123535156,4.753945729601847
14,1033,1362.2372881355932,509.6694915254237,43.81250017339533,5.4067863025303105
14,1034,1387.0092592592594,502.49074074074076,43.23461644099309,6.116173548483745
14,1035,1407.2,498.26666666666665,31.853306352599592,2.3190036174568593
14,1036,1427.563025210084,490.4453781512605,67.12217301588792,2.994852349852262
14,1037,1449.2272727272727,484.8090909090909,60.26666514078776,2.202665552731526
14,1038,1468.8413793103448,480.8137931034483,81.90509301644784,1.173488351378287
14,1039,1489.1458333333333,472.9166666666667,34.296875,4.241054720100716
14,1040,1509.5806451612902,468.19354838709677,35.08333485921224,3.144954501059742
14,1041,1524.0,464.0,68.5,5.0
15,1057,1075.3046092184368,449.2625250501002,141.3476619005203,1.8714666816730898
15,1058,1044.5247148288972,452.91444866920153,156.5257349350873,1.1850391072317024
15,1059,1014.4283054003724,456.75046554934823,152.11381995968702,1.3741073679334261
15,1060,989.9698996655518,459.2274247491639,122.26666842373935,5.690964435594434
15,1061,952.3109048723898,467.3016241299304,142.334137794299,1.47277882606768
15,1062,919.9343065693431,471.51824817518246,96.69444224039714,2.121125684671719
15,1063,890.7401129943503,477.62335216572507,144.3839445538849,1.400964137770643
15,1064,859.3188679245283,484.1924528301887,121.65187587738036,1.0564437210314035
15,1065,828.5947955390335,491.1282527881041,117.75059378487722,0.961318811131597
15,1066,798.311475409836,498.7030965391621,112.27434866768972,1.4683407976330805
15,1067,772.6401098901099,504.7307692307692,86.83255918526356,2.9293560687322113
15,1068,752.0,509.3333333333333,26.53333435058594,15.506271132817352
15,1069,705.6068376068376,525.6260683760684,76.47253983626378,0.5425878055884634
15,1070,677.7656826568266,533.9815498154982,109.00952827816919,2.032005355462264
15,1071,648.4280303030303,543.6723484848485,102.16666353665866,1.3949439006627646
15,1072,618.8180039138944,554.1174168297456,98.48455389795367,0.9011523887634603
15,1073,589.4947589098532,564.930817610063,95.21172515285072,2.1275107853321806
15,1074,560.3194154488518,576.1837160751566,99.18304460230272,1.939608885034886
15,1075,531.7610062893082,587.9433962264151,86.77083672975239,2.192886147042373
15,1076,499.1511627906977,587.6627906976744,98.98714406866776,1.5838728882464934
15,1077,468.51100244498775,581.7261613691932,109.22482657432556,0.560451786088793
15,1078,429.1106719367589,571.6086956521739,59.91711066750919,2.5513214003728186
15,1079,395.58310626702996,566.4523160762943,68.959588832425,2.5815680815539315
15,1083,257.2361809045226,545.0603015075377,75.15175267269737,2.08467020228055
15,1084,222.37557603686636,541.0852534562212,81.43508879009046,2.013990966377098
15,1085,187.65570175438597,537.5833333333334,82.57648086547852,1.9529675413598886
15,1086,152.5610278372591,534.3468950749465,86.83083507537842,2.191665297982207
15,1087,116.76862745098039,531.2745098039215,85.1703871999468,2.7352934148569146
15,1088,81.34831460674157,528.5730337078652,81.13970402600293,3.594662822571639
16,1140,941.0,536.5,73.08333587646484,25.71478174124758
16,1141,952.0,500.0,72.0,61.220911460055866
16,1142,952.0,500.0,74.0,63.25345840347388
16,1143,952.0,500.0,74.66666412353516,65.19202405202648
16,1144,952.0,500.0,77.0,67.26812023536856
16,1145,952.0,500.0,76.33333587646484,69.35416353759881
16,1146,952.0,500.0,76.33333587646484,72.83543093852057
16,1148,952.0,500.0,77.33333587646484,78.49203781276162
16,1149,952.0,500.0,77.33333587646484,81.32035415564789
16,1150,952.0,500.0,77.33333587646484,84.1486779456457
16,1151,952.0,500.0,77.33333587646484,87.68124086713189
16,1152,952.0,500.0,81.0,90.50966799187809
16,1153,952.0,500.0,77.33333587646484,87.78382538941898
16,1154,952.0,500.0,73.33333587646484,86.55634003352961
16,1155,940.5,499.5,37.4375,77.78495998584816
16,1156,922.0,495.0,75.5999984741211,66.85057965343307
16,1157,922.0,495.0,75.80000305175781,65.21502894272147
16,1158,922.0,495.0,78.4000015258789,63.41135544995076
16,1159,922.0,495.0,78.4000015258789,62.48199740725323
16,1160,922.0,495.0,78.80000305175781,61.61980201201558
16,1161,922.0,495.0,78.80000305175781,61.554853586049575
16,1162,922.0,495.0,78.80000305175781,60.8276253029822
16,1163,922.0,495.0,78.80000305175781,60.108235708594876
16,1164,922.0,494.5,82.0,60.48346881586737
17,1173,872.3542857142858,537.0971428571429,214.01777479383682,1.109999080712922
17,1174,871.7613636363636,538.6534090909091,208.6933224826389,1.8296248571137574
17,1175,870.9166666666666,540.0666666666667,225.12380545479908,1.4299378385867707
17,1176,870.4640883977901,542.0718232044198,229.01428702218192,1.0717804855643966
17,1177,870.1675977653631,543.9050279329609,207.18223022460938,1.375448038940153
17,1178,870.2054054054054,541.8756756756757,201.724999109904,0.8042618400606255
17,1179,870.7150837988827,538.6648044692737,212.12946333204,1.365256147003423
17,1180,871.6951871657755,535.7219251336899,199.96874504089357,1.3139201755820906
17,1181,872.2784090909091,533.4602272727273,205.58482360839844,1.7004686094531578
17,1182,872.6034482758621,531.0,218.88572300502233,1.0757570682625084
17,1183,873.1511627906976,528.7732558139535,175.93333384195964,1.4917861461667854
17,1184,874.0632183908046,526.7873563218391,169.1312515258789,1.2142904327711714
17,1185,874.2543352601156,525.4046242774566,173.67707913716634,1.7610336738369818
17,1186,874.8245614035088,523.8771929824561,167.5195317864418,0.21415009852161973
17,1187,875.6138613861386,520.049504950495,272.2617197036743,2.975655233098782
17,1188,875.8875,521.5875,189.07291666666666,1.7980023637359221
17,1189,876.2875816993464,521.0,224.23095310756136,1.2278191377829621
18,1196,880.7551020408164,526.9183673469388,123.85833638509115,3.1727967001461206
18,1197,881.2317880794702,523.4701986754967,187.43334059942336,1.7118532785540037
18,1198,881.5686274509804,524.718954248366,187.28572474888392,1.9209126976170088
18,1199,882.4907975460122,526.1349693251534,157.2062531789144,1.0037754766743003
18,1200,883.1834319526628,528.1775147928994,160.1604175567627,1.1589932233759912
18,1201,884.2795698924731,527.6720430107526,146.41912213493796,1.510790953481696
18,1202,885.6792452830189,524.559748427673,182.3904761178153,1.475536573608449
18,1203,887.3899371069182,521.503144654088,175.9395839691162,0.6315981175660857
18,1204,889.1379310344828,519.1551724137931,209.42443929036457,0.8560132129176536
18,1205,890.6374269005848,516.8538011695906,220.62500871930803,1.2021776121902146
18,1206,892.3823529411765,514.7588235294118,210.80000432332358,1.2987350779770988
18,1207,893.9285714285714,513.6703296703297,171.55881655999946,1.121000316653998
18,1208,895.7430167597765,511.8882681564246,194.85742259025574,0.2802220380778556
18,1209,897.1775147928994,510.5207100591716,229.95477091471355,0.9519457774887232
18,1210,898.9,509.6277777777778,221.277783203125,1.161270589792098
18,1211,900.2155688622754,508.4311377245509,220.34598350524902,0.9689873571213438
18,1212,901.7403314917127,507.8839779005525,202.27498919169108,0.28440967240294485
19,2207,1261.8260869565217,510.84057971014494,45.893381511463836,4.693258470216919
